Pre-Prod No.;Client;Description;Artwork required;STATUS;Comments;Artwork Received;Sent Proof for WT_SP;Sent Proof to Client;Proof Approved (Conventional);Ordered Plates;Plates Arrived;Ordered Foil Block;Foil Block Arrived;Quoted;Spec Supplied
20463;Bytjie Salf;Tube 35x90/4 ABL Silver 50ml with foil Seal (Unprinted);;;;;;;;;;;;;
20464;Spa Therapy;50 A Environ Silver Cap (ITW20416);;;;;;;;;;;;;
20465;Lycoderm;LP50 Ointment 100ml;;;;;;;;;;;;;
20466;Mobivella;All in One Mobility Gel 100ml ;;;;;;;;;;;;;
20467;Impo Distributors;Tube 35x100/10 LDPE Black - Unprinted;;;;;;;;;;;;;
20468;Impo Distributors;Tube 50x150/10 LDPE Black - Unprinted;;;;;;;;;;;;;
20469;Root 4;U.L.T.R.A. Barrier Rescue Crème 50ml;;Closed;;26.08.2025;18.09.2025;18.09.2025;06.10.2025;10.10.2025;14.10.2025;;;;
20470;Imana Foods;Colour match - yellow 50 A ;;;;;;;;;;;;;
20471;Kool a Chem;16g J Jar - Red;;;;;;;;;;;;;
20472;Kool a Chem;16g J Lid- Red;;;;;;;;;;;;;
20473;Kool a Chem;16g J Jar - Purple;;;;;;;;;;;;;
20474;Kool a Chem;16g J Lid- Purple;;;;;;;;;;;;;
20475;Canway;OSH Moonlight Floral Hand & Nail Cream 65ml;;;;;;;;;;;;;
20476;The Bee Shop;Honeysuckle Face Wash 100ml Cancelled same as 20342;;;;;;;;;;;;;
20477;Canway;24/410 F/T Cap Green;;;;;;;;;;;;;
20478;Canway;24/410 F/T Cap Peach;;;;;;;;;;;;;
20479;Fuloos CC T/A Duncan;500ml Square White - 50gr (Same as C0500SKY020F Diff. Weight);;;;;;;;;;;;;
20480;Mobile Therapy t/a MJ Labs;Orijins Natural Dent Teething & Oral Gel 15g;;Closed;;25.06.2025;09.07.2025;09.07.2025;23.07.2025;23.07.2025;28.07.2025;;;;
20481;Amka Products;1Kg Vanish Jar;;;;;;;;;;;;;
20482;Amka Products;1Kg Vanish Lid;;;;;;;;;;;;;
20483;Chemeffects;Nahoon Bottle 2lt;;;;;;;;;;;;;
20484;Canway;OSH PET 90ml - Red;;;;;;;;;;;;;
20485;Idexis;Lidocaine Gel  25g;;;;;;;;;;;;;
20486;Apex Animals;My Spray 250ml 24/410 47 Dia with 30% RPET - White  run 25g;;;;;;;;;;;;;
20487;Apex Animals;Sharp Cylinder 250ml White - 24/410 with 30% RPET- Natural;;;;;;;;;;;;;
20488;Apex Animals;My Spray 100ml 20/410 41 Dia with 30% RPET - White;;;;;;;;;;;;;
20489;Apex Animals;Standard Trigger 500ml With 30% RPET - White 37g;;;;;;;;;;;;;
20490;Global Health Biotech (Pty)LTD;La-Africa Soother Herbal Paste 100ml;;Closed;;11.07.2025;16.07.2025;16.07.2025;25.07.2025;28.07.2025;01.08.2025;;;;
20491;Saradox;G/Stuff Natural Hand Cream (Gifting) 60ml;;;;;;;;;;;;;
20492;Creighton Prod.;Double Wall Tissue Oil Flat - Orange 151c;;;;;;;;;;;;;
20493;Creighton Prod.;Sharp Cylinder 200ml 24/415 - Tnt Orange 151c ;;;;;;;;;;;;;
20494;Lamicare;Bite and Sting 25g;;;;;;;;;;;;;
20495;RG Cosmetics;Luxury Body Wash 200ml ( Screen for new batch);;;;;;;;;;;;;
20496;RG Cosmetics;Luxury Body Lotion 200ml ( Screen for new batch);;;;;;;;;;;;;
20497;SH'ZEN;Sh'zen Solstice Cleansing Gel For Body 200ml;;Closed;;10.07.2025;21.07.2025;22.07.2025;22.07.2025;08.08.2025;12.08.2025;;;;
20498;Montego Pet Nutrition;Blue match 250 Venus Bottle ITW20666;;;;;;;;;;;;;
20499;Bowler CT;Mommies On The Go Hand and Body Cream - 50ml ;;;;;;;;;;;;;
20500;Bowler CT;Mommies On The Go Hand Sanitiser - 50ml ;;;;;;;;;;;;;
20501;Bowler CT;Mommies On The Go Sunscreen SPF 30 - 50ml ;;;;;;;;;;;;;
20502;Plush;Thin Bleach Plush Bottle (J0750PLU020F) Light weighted 8/8/25 Samples sent to peter from Nadeem;;;;;;;;;;;;;
20503;Canway;24/410 F/T Cap Gold ;;;;;;;;;;;;;
20504;SH'ZEN;Sh'zen Daily Moisture Repair for Body 125ml;;Closed;;09.07.2025;21.07.2025;21.07.2025;21.07.2025;23.07.2025;25.07.2025;;;;
20505;Cosmatec;Oud & Vanilla Tissue Oil 100ml;;Closed;;01.07.2025;23.07.2025;24.07.2025;24.07.2025;28.07.2025;30.07.2025;;;;
20506;Botle Buhle;Orijins Femme Care Vein Health Leg Cre'me 100ml;;;;;;;;;;;;;
20507;Amka Products;350ml Non T/Lock Jar in Advance 400 + 1% GP120 (Purity Range);;;;;;;;;;;;;
20508;House Of Aloes;Aloe Gel - All in One 75ml;;Closed;;;;03.10.2025;06.10.2025;;;;;;
20509;Fabupharm;Cetomax 450ml - White IML E Jar  IML LAbel;;;;;;;;;;;;;
20510;Fabupharm;Cetomax Plus 450ml - White IML E Jar   IML Label;;;;;;;;;;;;;
20511;Fabupharm;Aqueous Cream Jar 500ml  - PP Brown  IML Label;;;;;;;;;;;;;
20512;Fabupharm;Aqueous Cream Jar 250ml  - PP Brown   IML Label;;;;;;;;;;;;;
20513;Amka Products;SK Shower Gel 500ml;;;;;;;;;;;;;
20514;Shield Chemicals;Push pull Cap - Top - Red;;;;;;;;;;;;;
20515;Adcock Ingram;Venus Cap - Blue;;;;;;;;;;;;;
20516;Adcock Ingram;Revo 400ml Bottle Blue;;;;;;;;;;;;;
20517;Adcock Ingram;Revo 400ml Bottle white;;;;;;;;;;;;;
20518;SH'ZEN;Solstice Fragranced Body Powder 100g;;Closed;;23.07.2025;28.08.2025;28.08.2025;29.08.2025;01.09.2025;03.09.2025;;;;
20519;Mentholatum;Glyco Bottle 400ml With 10% RHDPE  C0400STD003W;;;;;;;;;;;;;
20520;Amka Products;125/150 Non T/Lock Lid Turquoise;;;;;;;;;;;;;
20521;Pepper Tree Packaging;Pepper Tree OUD Nourishing Body Lotion 200ml;;Closed;;23.07.2025;05.09.2025;05.09.2025;09.09.2025;09.09.2025;12.09.2025;;;;
20522;Pepper Tree Packaging;Pepper Tree OUD Nourishing Body Wash 200ml;;Closed;;23.07.2025;05.09.2025;05.09.2025;09.09.2025;09.09.2025;12.09.2025;;;;
20523;Shanker Brands;Divine Bodies Skin Elixir Face Cream SPF20 50ml;;;;;;;;;;;;;
20524;Shanker Brands;Divine Bodies Skin Elixir Deep Cleansing Face Wash 125ml;;;;;;;;;;;;;
20525;Afrigold Wellness;Munchie Monster Sweetened Condensed Milk 50g (Order Cancelled);;;;;;;;;;;;;
20526;RG Cosmetics;Always With You Pink Body Wash 200ml;;Closed;;31.07.2025;01.08.2025;01.08.2025;05.08.2025;;;;;;
20527;RG Cosmetics;Always With You Pink Body Lotion 200ml;;Closed;;31.07.2025;01.08.2025;01.08.2025;05.08.2025;;;;;;
20528;RG Cosmetics;Always With You Blue Body Wash 200ml;;Closed;;31.07.2025;01.08.2025;04.08.2025;05.08.2025;08.08.2025;12.08.2025;;;;
20529;RG Cosmetics;Always With You Blue Body Lotion 200ml;;Closed;;31.07.2025;01.08.2025;04.08.2025;05.08.2025;08.08.2025;12.08.2025;;;;
20530;RG Cosmetics;Always With You Red Body Wash 200ml;;Closed;;31.07.2025;01.08.2025;04.08.2025;05.08.2025;08.08.2025;12.08.2025;;;;
20531;RG Cosmetics;Always With You Red Body Lotion 200ml;;Closed;;31.07.2025;01.08.2025;04.08.2025;05.08.2025;08.08.2025;12.08.2025;;;;
20532;RG Cosmetics;Always With You Yellow Body Lotion 200ml;;Closed;;31.07.2025;01.08.2025;01.08.2025;05.08.2025;;;;;;
20533;RG Cosmetics;Always With You Yellow Body Wash 200ml;;Closed;;31.07.2025;01.08.2025;01.08.2025;05.08.2025;;;;;;
20534;RG Cosmetics;Always With You Lt Blue Body Wash 200ml;;Closed;;31.07.2025;01.08.2025;01.08.2025;05.08.2025;;;;;;
20535;RG Cosmetics;Always With You Lt Blue Body Lotion 200ml;;Closed;;31.07.2025;01.08.2025;01.08.2025;05.08.2025;;;;;;
20536;RG Cosmetics;Always With You Black Luxury  Lotion 100ml;;Closed;;30.07.2025;07.08.2025;08.08.2025;08.08.2025;11.08.2025;12.08.2025;;;;
20537;RG Cosmetics;Inuka Modern Me Lotion 50ml;;Closed;;;;;;;;;;;
20538;RG Cosmetics;Inuka Modern Me Body Wash 50ml;;Closed;;;;;;;;;;;
20539;RG Cosmetics;Always With You Black Luxury Wash 100ml;;Closed;;30.07.2025;07.08.2025;08.08.2025;08.08.2025;11.08.2025;12.08.2025;;;;
20540;RG Cosmetics;Always With You Green Body Wash 200ml;;Closed;;04.08.2025;04.08.2025;04.08.2025;05.08.2025;;;;;;
20541;RG Cosmetics;Always With You Green Body Lotion 200ml;;Closed;;04.08.2025;04.08.2025;04.08.2025;05.08.2025;;;;;;
20542;Innovative Cosmetic Solutions;Clicks Always With Precious Hand & Body Lotion 50ml;;;;;;;;;;;;;
20543;Innovative Cosmetic Solutions;Clicks Amber Glow  Hand & Body Lotion 50ml;;;;;;;;;;;;;
20544;Innovative Cosmetic Solutions;Clicks Perfectly Pink  Hand & Body Lotion 50ml;;;;;;;;;;;;;
20545;Diageo South Africa;Smirnoff 500ml 50% RPET Natural(M1212P - DRAWING 2462    -P0500D2462A );;;;;;;;;;;;;
20546;Shield Chemicals;Body Sure Sun Face & Neck Cream SPF50 50ml;;;;;;;;;;;;;
20547;Shield Chemicals;Body Sure Sun Cream SPF50 150ml;;;;;;;;;;;;;
20548;Rain Africa;Skin Restore 100ml;;;;;;;;;;;;;
20549;Creighton Prod.;35A Screw Cap Vanilla - Beige;;;;;;;;;;;;;
20550;Creighton Prod.;48F/T B/O - Magnolia- Purple;;;;;;;;;;;;;
20551;Creighton Prod.;24A Screw Cap Magnolia - Purple;;;;;;;;;;;;;
20552;Creighton Prod.;35A Screw Cap Magnolia - Purple;;;;;;;;;;;;;
20553;Creighton Prod.;48F/T B/O - Rose - Pink;;;;;;;;;;;;;
20554;Creighton Prod.;24A Screw Cap - Rose - Pink;;;;;;;;;;;;;
20555;Creighton Prod.;35A Screw Cap - Rose - Pink;;;;;;;;;;;;;
20556;Creighton Prod.;48 F/T B/O Cap Vanilla - Beige;;;;;;;;;;;;;
20557;Creighton Prod.;24A Screw Cap Vanilla - beige;;;;;;;;;;;;;
20558;Justine;Justine Tissue Oil Skin Repair Nourishing Face Wash 150ml;;Trialed;;14.07.2025;07.08.2025;07.08.2025;13.08.2025;22.08.2025;25.08.2025;;;;
20559;Lycoderm;Lycoderm Post procedure Cream 10ml;;;;;;;;;;;;;
20560;Lycoderm;Lycoderm Post procedure Cream - 35ml;;;;;;;;;;;;;
20561;Adcock Ingram;Jar 450ml Lt Weight with 10% RPP ( Same Jar as CJARSGEN000W );;;;;;;;;;;;;
20562;Adcock Ingram;Pine Gel Jar 500ml with 10% RPP  ( Same Jar as CJARSSKY001F );;;;;;;;;;;;;
20563;Adcock Ingram;Pine Gel Jar 1Lt with 10% RPP ( Same as CJARSSKY000F );;;;;;;;;;;;;
20564;Adcock Ingram;Venus 250ml with 10% RHDPE ( Same as C0250STD538F );;;;;;;;;;;;;
20565;Pepper Tree Packaging;French Vanilla Hand & Nail Lotion 50ml;;;;;;;;;;;;;
20566;The Bespoke Amenities Co.;African Spa Body Wash ( Label as favour to Customer) C0320STD005F;;;;;;;;;;;;;
20567;The Bespoke Amenities Co.;Tranquility Conditioning Shampoo ( Label as favour to Customer) C0320STD005F;;;;;;;;;;;;;
20568;The Bespoke Amenities Co.;African Spa Shampoo ( Label as favour to Customer) C0320STD005F;;;;;;;;;;;;;
20569;The Bespoke Amenities Co.;African Spa Lotion ( Label as favour to Customer) C0320STD005F;;;;;;;;;;;;;
20570;Prime Products;Repel - It Dual Protection SPF30 Mosquito Cream 125ml;;Closed;;31.07.2025;05.08.2025;05.08.2025;11.08.2025;11.08.2025;13.08.2025;;;;
20571;Cre'me Classique;Facial Moisturiser 100ml;;;;;;;;;;;;;
20572;Imana Foods;38 F/T B/O Cap - Yellow;;;;;;;;;;;;;
20573;Plush;Pine Gel 500ml In Clarified PP;;;;;;;;;;;;;
20574;Plush;Pine Gel1lt in Clarified PP;;;;;;;;;;;;;
20575;Natures Choice;Swiss P/Loid 500ml 1881 Neck Green Tea Kombucha  - Sleeved;;;;;;;;;;;;;
20576;SH'ZEN;Sh'zen Neroli Paradisi Luxury Hand Cream 30ml;;;;;;;;;;;;;
20577;SH'ZEN;Sh'zen Saffron Luxury Hand Cream 30ml;;;;;;;;;;;;;
20578;SH'ZEN;Sh'zen Solstice Luxury Hand Cream 30ml;;;;;;;;;;;;;
20579;Natures Choice;Swiss P/Loid 500ml 1881 Neck Green Tea Ginger Kombucha - Sleeved (ITW20575);;;;;;;;;;;;;
20580;Cosmatec;Body & Bath Oil Unfragranced 200ml;;Closed;;18.08.2025;18.08.2025;18.08.2025;18.08.2025;21.08.2025;25.08.2025;;;;
20581;Cosmatec;Body & Bath  Oil Fragranced 200ml;;Closed;;18.08.2025;18.08.2025;18.08.2025;18.08.2025;21.08.2025;25.08.2025;;;;
20582;Justine;Justine Tissue oil Cap - Colour match replaced by 20616;;;;;;;;;;;;;
20583;Zinplex;Ribbed Cap 31mm Mould;;;;;;;;;;;;;
20584;Zinplex;Junior Syrup Bottle 200ml HDPE Mould;;;;;;;;;;;;;
20585;Skinchem (Pty) Ltd.;Epimax Ultra Tissue Oil 125ml;;Received Positives;To be trialed;19.06.2025;18.08.2025;18.08.2025;22.08.2025;25.08.2025;26.08.2025;;;;
20586;Swift Industrial;SCA Red Rubber Grease 100g (Run in White and Natural);;;;;;;;;;;;;
20587;Swift Industrial;SCA Copper Anti-Sieze 100g (Run in White and Natural);;;;;;;;;;;;;
20588;R & W Labs;36g Stick Cap Green;;;;;;;;;;;;;
20589;Bowler CT;Umbrella Overcao 250ml - Like Silk - Mould;;;;;;;;;;;;;
20590;Bowler CT;Thick Bleach Puffer New Mould;;;;;;;;;;;;;
20591;Bowler CT;22-50 A/B Tube Cap Replacement Mould;;;;;;;;;;;;;
20592;Bowler CT;Spritzer Bottle PET 150ml - Additional Mould new cavity numbers;;;;;;;;;;;;;
20593;Bowler CT;Ratchet Cap 50ml Replacement Mould;;;;;;;;;;;;;
20594;Botle Buhle;Bullet Bottle 1Lt PET - Natural;;;;;;;;;;;;;
20595;Tiger Brands;Ingrams Jar 500ml Spare Cavity;;;;;;;;;;;;;
20596;South Bakels;Sauce Bottle  500ml - Blue 281c;;;;;;;;;;;;;
20597;Eurochoc;Hazelnut Sauce Bottle 500ml - Sleeved;;;;;;;;;;;;;
20598;Inova Pharmaceuticals (Pty)LTD;Norflex Gel 3% 75g;;;;;;;;;;;;;
20599;Inova Pharmaceuticals (Pty)LTD;Norflex Gel 5% 75G;;;;;;;;;;;;;
20600;Unilever;47mm Double wall Tissue Oil Cap - Blue;;;;;;;;;;;;;
20601;Plush;1Lt Large Area  Carpet Cleaner - Pink With 10% RHDPE ( Same as J1000PLU001F);;;;;;;;;;;;;
20602;Plush;5lt Jerry Green 140g with 10% PCR  ( same As J5000SKY073F);;;;;;;;;;;;;
20603;Canway;Sheer Magic Cap Purple;;;;;;;;;;;;;
20604;Indigo Cosmetics;Exclamation Hand Cream 75ml;;;;;;;;;;;;;
20605;Antiseptol;Strong & Beautiful 350ml -Wrap Set Mousse;;;;;;;;;;;;;
20606;Mentholatum;Glyco Leave On Conditioner 400ml with 10% RHDPE;;;;;;;;;;;;;
20607;Mentholatum;Glyco Vi E Marula Shampoo 400ml with 10% RHDPE;;;;;;;;;;;;;
20608;Mentholatum;Glyco Egg & Brandy Shampoo 400ml with 10% RHDPE;;;;;;;;;;;;;
20609;Butterfly Collective;Sakura Nocturne 250ml Body Butter Jar;;;;;;;;;;;;;
20610;Butterfly Collective;Sakura Nocturne 250ml Body Butter Lid;;;;;;;;;;;;;
20611;Butterfly Collective;Citrine Vespres 250ml Body Butter Jar;;;;;;;;;;;;;
20612;Butterfly Collective;Citrine Vespres 250ml Body Butter Lid;;;;;;;;;;;;;
20613;Butterfly Collective;Rosir Noir 250ml Body Butter Jar;;;;;;;;;;;;;
20614;Butterfly Collective;Rosir Noir 250ml Body Butter Lid;;;;;;;;;;;;;
20615;Creighton Prod.;Clicks Hydrate Dry Skin creamy Petrolium Jelly 170ml;;;;;;;;;;;;;
20616;Justine;Justine Avon Tissue Oil Cap - Beige;;;;;;;;;;;;;
20617;Prime Products;Konokono Hand Cream 50ml;;;;;;;;;;;;;
20618;GNI;Medirite Lubricating Jelly 50ml;;;;;;;;;;;;;
20619;GNI;Dischem Medic Lubricating Jelly 100ml;;;;;;;;;;;;;
20620;Parceval Pharmaceuticals;Chela Preg 150ml;;;;;;;;;;;;;
20621;Mentholatum;Glyco Henna Shampoo 400ml with 10% RHDPE;;;;;;;;;;;;;
20622;Mentholatum;Glyco Rinse Off Conditioner 400ml with 10% RHDPE;;;;;;;;;;;;;
20623;Mentholatum;Glyco Anti Dandruff Shampoo 400ml with 10% RHDPE;;;;;;;;;;;;;
20624;Mentholatum;Glyco Fresh Apple Shampoo 400ml with 10% RHDPE;;;;;;;;;;;;;
20625;Environ Skin Care;Environ RAD Even More Sun Care+ SPF20 100ml;;Closed;;25.08.2025;01.09.2025;01.09.2025;03.09.2025;04.09.2025;05.09.2025;;;;
20626;Revlon SA;Mitchem B/Ball R/O Bottle Drk Green 100ml;;;;;;;;;;;;;
20627;Revlon SA;Mitchem B/Ball R/O Bottle Lt Green 100ml;;;;;;;;;;;;;
20628;Environ Skin Care;Environ RAD Enriched Sunscreen SPF20 25ml;;Closed;;25.08.2025;01.09.2025;01.09.2025;03.09.2025;04.09.2025;05.09.2025;;;;
20629;The Perfume Garden;The Perfume Garden Hand Cream 75ml;;Closed;;28.10.2025;30.10.2025;30.10.2025;30.10.2025;30.10.2025;;;;;
20630;Environ Skin Care;Rad Even More Sun Care SPF15 100ml;;Trialed;;25.08.2025;01.09.2025;01.09.2025;03.09.2025;04.09.2025;05.09.2025;;;;
20631;Lash Care International;SkinLab 50ml;;;;;;;;;;;;;
20632;Zeta Laboratories;L.A. Lab Magnolia Tissue Oil Body Scrub 250ml;;Closed;;26.08.2025;03.09.2025;03.09.2025;15.09.2025;01.10.2025;03.10.2025;;;;
20633;Zeta Laboratories;L.A. Lab Rose Water Tissue Oil Body Scrub 250ml;;Closed;;26.08.2025;03.09.2025;03.09.2025;15.09.2025;16.09.2025;18.09.2025;;;;
20634;Zeta Laboratories;L.A. Lab Aloe Vera Tissue Oil Body Scrub 250ml;;Closed;;26.08.2025;03.09.2025;03.09.2025;15.09.2025;01.10.2025;07.10.2025;;;;
20635;Apex Animals;Standard Trigger 500ml With 30% RPET - White - 34g;;;;;;;;;;;;;
20636;Illovo Sugar;Choc Sauce 500ml HDPE Mould Modification;;;;;;;;;;;;;
20637;Chet Chemicals;Nahoon Foam Bath Bottle 2lt 100% RPET;;;;;;;;;;;;;
20638;YOH Haircare;YOH Gro Serum 200ml;;;;;;;;;;;;;
20639;Proficos;No Grow Female Intimate Hair Remover 90ml;;;;;;;;;;;;;
20640;Proficos;No Grow Male Body Hair Remover 90ml;;;;;;;;;;;;;
20641;Proficos;No Grow Female Body Hair Remover 90ml;;;;;;;;;;;;;
20642;Imana Foods;Imana Korma Curry Paste 170g;;;;;;;;;;;;;
20643;Imana Foods;Imana Mature Chedder Cheese Paste 170g;;;;;;;;;;;;;
20644;Imana Foods;Imana Mild Curry Paste 170g;;;;;;;;;;;;;
20645;Imana Foods;Imana Chakalaka Curry Paste 170g;;;;;;;;;;;;;
20646;Imana Foods;Imana Peri Peri Lemon Paste 170g;;;;;;;;;;;;;
20647;Imana Foods;Imana Savoury Paste 170g;;;;;;;;;;;;;
20648;Imana Foods;Imana Tikka Masala Curry Paste 170g;;;;;;;;;;;;;
20649;Imana Foods;Imana Vindaloo Curry Paste 170g;;;;;;;;;;;;;
20650;The Bespoke Amenities Co.;Tranquility Body Lotion( Label as favour to Customer) C0320STD005F;;;;;;;;;;;;;
20651;The Bespoke Amenities Co.;Tranquility Body Wash( Label as favour to Customer) C0320STD005F;;;;;;;;;;;;;
20652;Formula Invest Group;YOH Step 1 Hydrating Serum 150ml;;Closed;;01.09.2025;07.10.2025;14.10.2025;27.10.2025;03.11.2025;06.11.2025;;;;
20653;Formula Invest Group;YOH Step 2 Detangling Leave In Conditioner 150ml;;Closed;;01.09.2025;07.10.2025;14.10.2025;27.10.2025;03.11.2025;06.11.2025;;;;
20654;Formula Invest Group;YOH Sulfate Free Shampoo 200ml;;Closed;;01.09.2025;07.10.2025;14.10.2025;27.10.2025;29.10.2025;31.10.2025;;;;
20655;Formula Invest Group;YOH Hairline+ 200ml;;Closed;;01.09.2025;07.10.2025;14.10.2025;27.10.2025;03.11.2025;06.11.2025;;;;
20656;Parceval Pharmaceuticals;Bettaway Aloe Vera Skin Gel 75ml;;;;;;;;;;;;;
20657;Bytjie Salf;Tube 35x100/4 ABL Silver 50ml;;;;;;;;;;;;;
20658;Unilever;Colour match Cera Glow - Gold Jar;;;;;;;;;;;;;
20659;House Of Aloes ;24/410 Screw Cap - Natural;;;;;;;;;;;;;
20660;House Of Aloes ;24/410 Screw Cap - Black;;;;;;;;;;;;;
20661;Aloe Ferox;Super Aloe Gel 15ml;;;;;;;;;;;;;
20662;Creighton Prod.;W- Beauty Glow Foaming Gel Cleanser 50ml;;Trialed;;04.09.2025;18.09.2025;18.09.2025;25.09.2025;30.09.2025;02.10.2025;;;;
20663;Unilever;Colour Match Cera Glow - Blue Lid;;;;;;;;;;;;;
20664;Elands;Elands SPF40 Sunscreen 100 ml;;;;;;;;;;;;;
20665;Cape Kingdom;Buchulife Gel 80g;;;;;;;;;;;;;
20666;Montego Pet Nutrition;Venus Cap Blue  ITW20498;;;;;;;;;;;;;
20667;Unilever;Tube and cap Colour match as per 20658 and 20663;;;;;;;;;;;;;
20668;Sqeezy;Cappuccino 300gr;;Trialed;;01.09.2025;29.09.2025;30.09.2025;09.10.2025;10.10.2025;14.10.2025;;;;
20669;Sqeezy;Caramel 300gr;;Closed;;01.09.2025;29.09.2025;30.09.2025;09.10.2025;10.10.2025;14.10.2025;;;;
20670;Sqeezy;Original 300gr;;Closed;;01.09.2025;29.09.2025;30.09.2025;09.10.2025;10.10.2025;14.10.2025;;;;
20671;Accolade Labs;Wesson Recovery Cream 100ml;;;;;;;;;;;;;
20672;Accolade Labs;Wesson Moisturising Cream 100ml;;;;;;;;;;;;;
20673;Accolade Labs;Wesson Multi Purpose Cream 100ml;;;;;;;;;;;;;
20674;Accolade Labs;Vitaderm Photo Defence SPF50 Light 50ml;;;;;;;;;;;;;
20675;Accolade Labs;Vitaderm Photo Defence Tinted  SPF50 Medium 50ml;;;;;;;;;;;;;
20676;Accolade Labs;Vitaderm Photo Defence Tinted  SPF50 Dark 50ml;;;;;;;;;;;;;
20677;Accolade Labs;Wessons Hydrating Gel 60ml;;;;;;;;;;;;;
20678;Accolade Labs;Wessons Micro Exfoliant 60ml;;;;;;;;;;;;;
20679;Accolade Labs;Wessons Enzyme Exfoliant 60ml;;;;;;;;;;;;;
20680;Accolade Labs;Wessons Sunscreen SPF30 60ml;;;;;;;;;;;;;
20681;Mosaic;Avroy Shlain Body Essence Tissue Oil 100ml;;Closed;;22.09.2025;02.10.2025;03.10.2025;06.10.2025;10.10.2025;14.10.2025;;;;
20682;Tala Health & Wellness;Aloe Ferox Skin Repair Gel 100ml;;;;;;;;;;;;;
20683;Adcock Ingram;Epimax Man 400g IML Jar Label Trial with Grey printed Background;;;;;;;;;;;;;
20684;Saradox;Skin Tegrity R/Bos & Vit C Moisturising Face Wash 150ml;;;;;;;;;;;;;
20685;Saradox;S/T Rosehip Oil& Hyaluronic Acid Replacement Face Wash 150ml;;;;;;;;;;;;;
20686;Cape Kingdom;Buchulife Gel 40g;;;;;;;;;;;;;
20687;Saradox;GS ECR Hand &Nail Cream 75ml;;;;;;;;;;;;;
20688;Bowler CT;Sharp Cylinder Skinny 100ml Mould Modification;;;;;;;;;;;;;
20689;Fabupharm;Boston Round 300ml PET - White 24/410;;;;;;;;;;;;;
20690;Canway;OSH Body Oil 100ml PET Bottle New Mould;;;;;;;;;;;;;
20691;Adcock Ingram;Epimax Jar 400g with 10% PCR  IML;;;;;;;;;;;;;
20692;Adcock Ingram;Epimax Plus Jar 400g with 10% PCR  IML;;;;;;;;;;;;;
20693;Adcock Ingram;Epimax Cream Jar 125g with 60% PCR;;;;;;;;;;;;;
20694;Adcock Ingram;Epimax Cream Jar 125g with 30% PCR;;;;;;;;;;;;;
20695;Adcock Ingram;Epimax Jar 400g with 10% PCR IML;;;;;;;;;;;;;
20696;Adcock Ingram;Venus Bottle 250ml 30% RHDPE;;;;;;;;;;;;;
20697;Adcock Ingram;Epimax Ultra 125g with 10% PCR;;;;;;;;;;;;;
20698;Adcock Ingram;Epimax Baby Bum Barrier Cream 125ml 10% PCR;;;;;;;;;;;;;
20699;Zinplex;Zinplex  Sport Cooling Down Cream 100ml;;;;;;;;;;;;;
20700;Zinplex;Zinplex  SportPre-Warm Up Cream 100ml;;;;;;;;;;;;;
20701;Specialised Maint Products;5Lt Jerry 180g Black -Fl-  5FLJER;;;;;;;;;;;;;
20702;Justine;Skin Repair Face Cream SPF20 50ml ( Colour Match);;;;;;;;;;;;;
20703;South Bakels;Sauce Bottle 500ml HDPE - Blue 281c;;;;;;;;;;;;;
20704;Mentholatum;Glyco Anti Dandruff Conditioner 400ml with 10% RHDPE;;;;;;;;;;;;;
20705;Canway;Disk Round 200ml with 10% RPET - Natural (Mould #MB025);;;;;;;;;;;;;
20706;Unilever;Sharp Cylinder 250ml Natural 100% RPET (Mould# MBS020);;;;;;;;;;;;;
20707;Lanogold;Karoo Skin Elixir 50ml;;;;;;;;;;;;;
20708;Lanogold;Karoo Skin Repair Cream 100ml;;;;;;;;;;;;;
20709;TLK Oud Boutique;Skin Couture Hand Cream 100ml;;Trialed;;12.09.2025;19.09.2025;22.09.2025;22.09.2025;25.09.2025;29.09.2025;;;;
20710;Ocean Field Import & Export;100ml J jar - Natural;;;;;;;;;;;;;
20711;Ocean Field Import & Export;100 J Lid - Green;;;;;;;;;;;;;
20712;House Of Aloes ;Aloe Gel All in One 150ml;;Closed;;;;03.10.2025;06.10.2025;;;;;;
20713;Platinum Branding;Double Wall cap 24/415 - Black With Plug;;;;;;;;;;;;;
20714;Tiger (Filler Prime);Spritzer 150ml With 25% RPET;;;;;;;;;;;;;
20715;Bowler CT;750ml Thin Bleach Bottle C0750STD023F Light Weighted 28g, 30g,32g 34g;;;;;;;;;;;;;
20716;Kool a Sun;Kool a Sun Spf 30 150ml;;;;;;;;;;;;;
20717;Saradox;Skin Tegrity Aloe & Cucumber Facial Wash 150ml;;;;;;;;;;;;;
20718;CT Toiletry Co;Foot Restoration Cream - 118ml;;;;;;;;;;;;;
20719;Willow Soaps (PTY) Ltd;Matsimela SPA Intensive Hand & Nail Repair  - 100ml;;;;;;;;;;;;;
20720;Quality Prod.;Big Ball R/O Cap Fosted Yellow 7402c;;;;;;;;;;;;;
20721;Quality Prod.;Big Ball R/O Cap Fosted Pink 4052c;;;;;;;;;;;;;
20722;Quality Prod.;Big Ball R/O Cap Fosted Green 6178c;;;;;;;;;;;;;
20723;Catwalk;250/450 Non T/Lock Lid Flat - Green;;;;;;;;;;;;;
20724;Justine;Justine Even & radiant Clay Mask;;Closed;;14.08.2025;09.10.2025;10.10.2025;14.10.2025;20.10.2025;22.10.2025;21.10.2025;23.10.2025;;
